Id_Venda;Ordem_Compra;Data_Venda;SKU;ID_Cliente;Qtd_Vendida
SO60031;1;14/12/2021;HL92;20372;1
SO60031;2;14/12/2021;HL10;20372;1
SO60031;3;14/12/2021;HL164;20372;2
SO60031;4;14/12/2021;HL166;20372;3
SO60032;1;14/12/2021;HL91;19394;1
SO60032;2;14/12/2021;HL5;19394;1
SO60033;1;14/12/2021;HL92;21315;1
SO60033;2;14/12/2021;HL174;21315;1
SO60033;3;14/12/2021;HL164;21315;2
SO60033;4;14/12/2021;HL166;21315;2
SO60034;1;14/12/2021;HL5;20205;1
SO60034;2;14/12/2021;HL94;20205;1
SO60034;3;14/12/2021;HL216;20205;2
SO60034;4;14/12/2021;HL226;20205;2
SO60035;1;14/12/2021;HL95;20207;1
SO60035;2;14/12/2021;HL164;20207;2
SO60035;3;14/12/2021;HL166;20207;2
SO60036;1;14/12/2021;HL269;17023;1
SO60036;2;14/12/2021;HL1;17023;1
SO60037;1;14/12/2021;HL9;20829;1
SO60037;2;14/12/2021;HL93;20829;1
SO60037;3;14/12/2021;HL6;20829;1
SO60038;1;14/12/2021;HL292;22638;1
SO60038;2;14/12/2021;HL168;22638;2
SO60039;1;14/12/2021;HL293;26876;1
SO60039;2;14/12/2021;HL1;26876;1
SO60039;3;14/12/2021;HL164;26876;2
SO60039;4;14/12/2021;HL166;26876;2
SO60040;1;14/12/2021;HL5;22423;1
SO60040;2;14/12/2021;HL271;22423;1
SO60040;3;14/12/2021;HL6;22423;2
SO60041;1;14/12/2021;HL260;24198;1
SO60041;2;14/12/2021;HL166;24198;1
SO60041;3;14/12/2021;HL164;24198;1
SO60041;4;14/12/2021;HL2;24198;1
SO60042;1;14/12/2021;HL263;11077;1
SO60042;2;14/12/2021;HL1;11077;1
SO60043;1;14/12/2021;HL260;11452;1
SO60043;2;14/12/2021;HL6;11452;2
SO60044;1;15/12/2021;HL76;12612;1
SO60044;2;15/12/2021;HL2;12612;1
SO60044;3;15/12/2021;HL165;12612;2
SO60045;1;15/12/2021;HL165;12856;1
SO60045;2;15/12/2021;HL177;12856;1
SO60045;3;15/12/2021;HL75;12856;1
SO60045;4;15/12/2021;HL164;12856;2
SO60046;1;15/12/2021;HL74;13822;1
SO60046;2;15/12/2021;HL2;13822;1
SO60046;3;15/12/2021;HL164;13822;2
SO60046;4;15/12/2021;HL165;13822;2
SO60047;1;15/12/2021;HL6;28612;1
SO60048;1;15/12/2021;HL171;28780;2
SO60049;1;15/12/2021;HL222;13048;1
SO60049;2;15/12/2021;HL167;13048;2
SO60050;1;15/12/2021;HL167;17287;2
SO60050;2;15/12/2021;HL223;17287;3
SO60051;1;15/12/2021;HL223;20230;1
SO60051;2;15/12/2021;HL167;20230;2
SO60052;1;15/12/2021;HL1;20232;1
SO60052;2;15/12/2021;HL215;20232;2
SO60052;3;15/12/2021;HL172;20232;2
SO60052;4;15/12/2021;HL223;20232;2
SO60053;1;15/12/2021;HL224;27497;1
SO60053;2;15/12/2021;HL167;27497;2
SO60054;1;15/12/2021;HL176;22928;1
SO60054;2;15/12/2021;HL164;22928;2
SO60055;1;15/12/2021;HL270;24116;1
SO60056;1;15/12/2021;HL270;21130;1
SO60057;1;15/12/2021;HL267;17796;1
SO60057;2;15/12/2021;HL164;17796;2
SO60057;3;15/12/2021;HL154;17796;2
SO60057;4;15/12/2021;HL166;17796;3
SO60058;1;15/12/2021;HL167;28642;2
SO60058;2;15/12/2021;HL226;28642;2
SO60059;1;15/12/2021;HL222;26341;2
SO60060;1;15/12/2021;HL167;24953;2
SO60060;2;15/12/2021;HL222;24953;2
SO60061;1;15/12/2021;HL227;24618;1
SO60062;1;15/12/2021;HL5;23241;1
SO60062;2;15/12/2021;HL223;23241;2
SO60062;3;15/12/2021;HL215;23241;3
SO60063;1;15/12/2021;HL170;22737;1
SO60063;2;15/12/2021;HL167;22737;2
SO60063;3;15/12/2021;HL215;22737;2
SO60063;4;15/12/2021;HL223;22737;2
SO60063;5;15/12/2021;HL171;22737;2
SO60064;1;15/12/2021;HL159;22751;1
SO60064;2;15/12/2021;HL5;22751;1
SO60064;3;15/12/2021;HL215;22751;2
SO60064;4;15/12/2021;HL223;22751;2
SO60065;1;15/12/2021;HL227;11176;1
SO60065;2;15/12/2021;HL167;11176;2
SO60065;3;15/12/2021;HL216;11176;2
SO60065;4;15/12/2021;HL171;11176;3
SO60066;1;15/12/2021;HL164;13760;2
SO60066;2;15/12/2021;HL167;13760;2
SO60066;3;15/12/2021;HL165;13760;2
SO60067;1;15/12/2021;HL162;18992;1
SO60067;2;15/12/2021;HL10;18992;1
SO60068;1;15/12/2021;HL164;17531;2
SO60068;2;15/12/2021;HL6;17531;2
SO60069;1;15/12/2021;HL170;17444;1
SO60069;2;15/12/2021;HL164;17444;3
SO60070;1;15/12/2021;HL1;23567;1
SO60070;2;15/12/2021;HL215;23567;2
SO60071;1;15/12/2021;HL167;15849;2
SO60071;2;15/12/2021;HL215;15849;3
SO60072;1;15/12/2021;HL164;15854;2
SO60072;2;15/12/2021;HL215;15854;2
SO60072;3;15/12/2021;HL165;15854;2
SO60072;4;15/12/2021;HL172;15854;2
SO60073;1;15/12/2021;HL215;14899;2
SO60074;1;15/12/2021;HL163;15109;1
SO60074;2;15/12/2021;HL10;15109;1
SO60075;1;15/12/2021;HL172;14829;1
SO60075;2;15/12/2021;HL215;14829;1
SO60075;3;15/12/2021;HL160;14829;1
SO60076;1;15/12/2021;HL1;16037;1
SO60076;2;15/12/2021;HL215;16037;2
SO60077;1;15/12/2021;HL224;13817;1
SO60078;1;15/12/2021;HL176;15099;1
SO60078;2;15/12/2021;HL227;15099;1
SO60078;3;15/12/2021;HL216;15099;2
SO60079;1;15/12/2021;HL215;20563;2
SO60079;2;15/12/2021;HL223;20563;2
SO60080;1;15/12/2021;HL225;26393;2
SO60081;1;15/12/2021;HL164;22516;1
SO60082;1;15/12/2021;HL217;25322;3
SO60082;2;15/12/2021;HL167;25322;3
SO60083;1;15/12/2021;HL167;12550;2
SO60083;2;15/12/2021;HL216;12550;2
SO60083;3;15/12/2021;HL225;12550;2
SO60084;1;15/12/2021;HL217;14806;1
SO60084;2;15/12/2021;HL10;14806;1
SO60084;3;15/12/2021;HL5;14806;1
SO60084;4;15/12/2021;HL228;14806;2
SO60085;1;15/12/2021;HL217;25466;3
SO60086;1;15/12/2021;HL171;12334;1
SO60086;2;15/12/2021;HL167;12334;2
SO60086;3;15/12/2021;HL217;12334;2
SO60086;4;15/12/2021;HL228;12334;3
SO60087;1;15/12/2021;HL217;13682;1
SO60087;2;15/12/2021;HL167;13682;2
SO60087;3;15/12/2021;HL171;13682;2
SO60088;1;15/12/2021;HL1;28881;1
SO60088;2;15/12/2021;HL217;28881;2
SO60089;1;15/12/2021;HL224;11183;1
SO60089;2;15/12/2021;HL215;11183;2
SO60090;1;15/12/2021;HL224;12106;1
SO60090;2;15/12/2021;HL167;12106;2
SO60091;1;15/12/2021;HL172;12877;2
SO60091;2;15/12/2021;HL171;12877;2
SO60092;1;15/12/2021;HL6;12524;2
SO60093;1;15/12/2021;HL77;13910;1
SO60093;2;15/12/2021;HL1;13910;1
SO60093;3;15/12/2021;HL164;13910;2
SO60093;4;15/12/2021;HL165;13910;2
SO60094;1;15/12/2021;HL75;13873;1
SO60094;2;15/12/2021;HL167;13873;2
SO60095;1;15/12/2021;HL76;12025;1
SO60095;2;15/12/2021;HL167;12025;1
SO60095;3;15/12/2021;HL224;12025;1
SO60096;1;15/12/2021;HL2;14117;1
SO60096;2;15/12/2021;HL77;14117;1
SO60096;3;15/12/2021;HL172;14117;2
SO60097;1;15/12/2021;HL1;13449;1
SO60097;2;15/12/2021;HL78;13449;1
SO60097;3;15/12/2021;HL164;13449;2
SO60097;4;15/12/2021;HL165;13449;2
SO60098;1;15/12/2021;HL175;13431;1
SO60098;2;15/12/2021;HL74;13431;1
SO60098;3;15/12/2021;HL165;13431;2
SO60098;4;15/12/2021;HL172;13431;2
SO60098;5;15/12/2021;HL164;13431;3
SO60099;1;15/12/2021;HL74;11774;1
SO60099;2;15/12/2021;HL167;11774;2
SO60100;1;15/12/2021;HL168;28434;1
SO60100;2;15/12/2021;HL259;28434;1
SO60101;1;15/12/2021;HL265;25540;1
SO60101;2;15/12/2021;HL166;25540;2
SO60102;1;15/12/2021;HL88;20242;1
SO60102;2;15/12/2021;HL227;20242;1
SO60102;3;15/12/2021;HL167;20242;2
SO60102;4;15/12/2021;HL216;20242;2
SO60102;5;15/12/2021;HL171;20242;2
SO60103;1;15/12/2021;HL86;20244;1
SO60104;1;15/12/2021;HL88;19963;1
SO60104;2;15/12/2021;HL227;19963;1
SO60105;1;15/12/2021;HL93;17725;1
SO60106;1;15/12/2021;HL293;28320;1
SO60107;1;15/12/2021;HL167;12245;1
SO60107;2;15/12/2021;HL286;12245;1
SO60107;3;15/12/2021;HL222;12245;2
SO60108;1;15/12/2021;HL264;23583;1
SO60108;2;15/12/2021;HL167;23583;2
SO60108;3;15/12/2021;HL228;23583;2
SO60108;4;15/12/2021;HL217;23583;3
SO60109;1;15/12/2021;HL166;17124;1
SO60109;2;15/12/2021;HL293;17124;1
SO60109;3;15/12/2021;HL164;17124;2
SO60109;4;15/12/2021;HL6;17124;2
SO60110;1;15/12/2021;HL291;17671;1
SO60110;2;15/12/2021;HL216;17671;2
SO60110;3;15/12/2021;HL225;17671;2
SO60111;1;15/12/2021;HL293;17672;1
SO60112;1;15/12/2021;HL291;23165;1
SO60112;2;15/12/2021;HL168;23165;2
SO60113;1;15/12/2021;HL93;20198;1
SO60113;2;15/12/2021;HL175;20198;1
SO60114;1;15/12/2021;HL95;20295;1
SO60114;2;15/12/2021;HL175;20295;1
SO60115;1;15/12/2021;HL269;17384;1
SO60115;2;15/12/2021;HL1;17384;1
SO60115;3;15/12/2021;HL152;17384;2
SO60116;1;15/12/2021;HL268;17386;1
SO60116;2;15/12/2021;HL1;17386;1
SO60117;1;15/12/2021;HL93;19517;1
SO60117;2;15/12/2021;HL2;19517;1
SO60118;1;15/12/2021;HL95;24015;1
SO60118;2;15/12/2021;HL5;24015;1
SO60119;1;15/12/2021;HL95;19458;1
SO60119;2;15/12/2021;HL176;19458;1
SO60120;1;15/12/2021;HL95;19427;1
SO60120;2;15/12/2021;HL1;19427;1
SO60120;3;15/12/2021;HL216;19427;2
SO60120;4;15/12/2021;HL226;19427;2
SO60121;1;15/12/2021;HL271;22607;1
SO60121;2;15/12/2021;HL1;22607;1
SO60121;3;15/12/2021;HL6;22607;2
SO60121;4;15/12/2021;HL225;22607;2
SO60121;5;15/12/2021;HL216;22607;3
SO60122;1;15/12/2021;HL259;29065;1
SO60122;2;15/12/2021;HL2;29065;1
SO60123;1;16/12/2021;HL76;14171;1
SO60123;2;16/12/2021;HL158;14171;1
SO60123;3;16/12/2021;HL215;14171;1
SO60123;4;16/12/2021;HL224;14171;1
SO60124;1;16/12/2021;HL76;12230;1
SO60124;2;16/12/2021;HL2;12230;1
SO60124;3;16/12/2021;HL172;12230;2
SO60125;1;16/12/2021;HL164;24464;2
SO60126;1;16/12/2021;HL162;27347;1
SO60126;2;16/12/2021;HL168;27347;2
SO60127;1;16/12/2021;HL286;14946;1
SO60127;2;16/12/2021;HL1;14946;1
SO60127;3;16/12/2021;HL172;14946;2
SO60128;1;16/12/2021;HL275;16046;1
SO60128;2;16/12/2021;HL171;16046;2
SO60129;1;16/12/2021;HL167;19194;1
SO60129;2;16/12/2021;HL276;19194;1
SO60129;3;16/12/2021;HL215;19194;2
SO60129;4;16/12/2021;HL223;19194;3
SO60130;1;16/12/2021;HL6;11300;2
SO60131;1;16/12/2021;HL167;27675;2
SO60131;2;16/12/2021;HL216;27675;2
SO60131;3;16/12/2021;HL225;27675;2
SO60132;1;16/12/2021;HL167;28865;2
SO60132;2;16/12/2021;HL216;28865;2
SO60132;3;16/12/2021;HL226;28865;2
SO60133;1;16/12/2021;HL228;11711;1
SO60133;2;16/12/2021;HL5;11711;1
SO60133;3;16/12/2021;HL217;11711;2
SO60134;1;16/12/2021;HL167;29033;2
SO60134;2;16/12/2021;HL216;29033;2
SO60134;3;16/12/2021;HL226;29033;2
SO60135;1;16/12/2021;HL217;28251;2
SO60136;1;16/12/2021;HL1;25957;1
SO60136;2;16/12/2021;HL215;25957;2
SO60136;3;16/12/2021;HL222;25957;2
SO60136;4;16/12/2021;HL154;25957;2
SO60137;1;16/12/2021;HL7;25183;1
SO60137;2;16/12/2021;HL227;25183;1
SO60138;1;16/12/2021;HL1;25859;1
SO60138;2;16/12/2021;HL215;25859;2
SO60138;3;16/12/2021;HL222;25859;3
SO60139;1;16/12/2021;HL227;25764;1
SO60139;2;16/12/2021;HL5;25764;1
SO60139;3;16/12/2021;HL216;25764;2
SO60140;1;16/12/2021;HL223;22376;2
SO60141;1;16/12/2021;HL165;23278;1
SO60142;1;16/12/2021;HL178;12056;1
SO60142;2;16/12/2021;HL165;12056;2
SO60142;3;16/12/2021;HL164;12056;3
SO60143;1;16/12/2021;HL2;20507;1
SO60143;2;16/12/2021;HL164;20507;2
SO60143;3;16/12/2021;HL165;20507;2
SO60144;1;16/12/2021;HL6;16847;1
SO60144;2;16/12/2021;HL163;16847;1
SO60144;3;16/12/2021;HL178;16847;1
SO60145;1;16/12/2021;HL163;11875;1
SO60145;2;16/12/2021;HL6;11875;3
SO60146;1;16/12/2021;HL164;11868;1
SO60147;1;16/12/2021;HL215;27454;1
SO60147;2;16/12/2021;HL167;27454;2
SO60148;1;16/12/2021;HL2;19077;1
SO60148;2;16/12/2021;HL215;19077;3
SO60149;1;16/12/2021;HL159;20087;1
SO60149;2;16/12/2021;HL172;20087;2
SO60150;1;16/12/2021;HL167;19914;1
SO60150;2;16/12/2021;HL216;19914;2
SO60150;3;16/12/2021;HL226;19914;2
SO60151;1;16/12/2021;HL216;23611;2
SO60152;1;16/12/2021;HL167;15611;2
SO60152;2;16/12/2021;HL215;15611;2
SO60152;3;16/12/2021;HL222;15611;2
SO60152;4;16/12/2021;HL172;15611;3
SO60153;1;16/12/2021;HL1;20796;1
SO60153;2;16/12/2021;HL10;20796;1
SO60153;3;16/12/2021;HL216;20796;2
SO60154;1;16/12/2021;HL225;29384;2
SO60154;2;16/12/2021;HL167;29384;3
SO60155;1;16/12/2021;HL2;28915;1
SO60155;2;16/12/2021;HL217;28915;2
SO60156;1;16/12/2021;HL167;11660;1
SO60156;2;16/12/2021;HL224;11660;1
SO60156;3;16/12/2021;HL215;11660;2
SO60156;4;16/12/2021;HL171;11660;2
SO60157;1;16/12/2021;HL165;19553;2
SO60157;2;16/12/2021;HL172;19553;2
SO60158;1;16/12/2021;HL172;14890;2
SO60159;1;16/12/2021;HL172;18821;2
SO60160;1;16/12/2021;HL75;13454;1
SO60160;2;16/12/2021;HL167;13454;1
SO60160;3;16/12/2021;HL172;13454;3
SO60161;1;16/12/2021;HL73;14459;1
SO60161;2;16/12/2021;HL1;14459;1
SO60161;3;16/12/2021;HL172;14459;2
SO60162;1;16/12/2021;HL273;26952;1
SO60162;2;16/12/2021;HL166;26952;2
SO60163;1;16/12/2021;HL265;12394;1
SO60164;1;16/12/2021;HL158;19960;1
SO60164;2;16/12/2021;HL90;19960;1
SO60164;3;16/12/2021;HL1;19960;1
SO60165;1;16/12/2021;HL91;24457;1
SO60165;2;16/12/2021;HL176;24457;1
SO60166;1;16/12/2021;HL177;25051;1
SO60166;2;16/12/2021;HL93;25051;1
SO60167;1;16/12/2021;HL9;25106;1
SO60167;2;16/12/2021;HL92;25106;1
SO60168;1;16/12/2021;HL251;11061;1
SO60169;1;16/12/2021;HL266;25402;1
SO60169;2;16/12/2021;HL2;25402;1
SO60170;1;16/12/2021;HL260;22233;1
SO60170;2;16/12/2021;HL1;22233;1
SO60171;1;16/12/2021;HL178;25285;1
SO60171;2;16/12/2021;HL250;25285;1
SO60172;1;16/12/2021;HL225;23154;1
SO60172;2;16/12/2021;HL291;23154;1
SO60172;3;16/12/2021;HL167;23154;2
SO60173;1;16/12/2021;HL293;25981;1
SO60173;2;16/12/2021;HL2;25981;1
SO60174;1;16/12/2021;HL94;19546;1
SO60174;2;16/12/2021;HL177;19546;1
SO60175;1;16/12/2021;HL95;20319;1
SO60175;2;16/12/2021;HL1;20319;1
SO60176;1;16/12/2021;HL94;20192;1
SO60176;2;16/12/2021;HL1;20192;1
SO60177;1;16/12/2021;HL167;17358;1
SO60177;2;16/12/2021;HL268;17358;1
SO60177;3;16/12/2021;HL226;17358;2
SO60178;1;16/12/2021;HL277;11357;1
SO60178;2;16/12/2021;HL1;11357;1
SO60178;3;16/12/2021;HL172;11357;2
SO60179;1;17/12/2021;HL6;12954;2
SO60180;1;17/12/2021;HL222;12672;1
SO60180;2;17/12/2021;HL2;12672;1
SO60181;1;17/12/2021;HL172;23330;1
SO60181;2;17/12/2021;HL165;23330;2
SO60182;1;17/12/2021;HL172;22179;2
SO60183;1;17/12/2021;HL224;18901;1
SO60184;1;17/12/2021;HL225;26030;2
SO60185;1;17/12/2021;HL169;24243;1
SO60185;2;17/12/2021;HL5;24243;1
SO60185;3;17/12/2021;HL217;24243;2
SO60186;1;17/12/2021;HL167;18306;2
SO60188;1;17/12/2021;HL268;17739;1
SO60188;2;17/12/2021;HL1;17739;1
SO60189;1;17/12/2021;HL270;17754;1
SO60189;2;17/12/2021;HL175;17754;1
SO60190;1;17/12/2021;HL269;21012;1
SO60190;2;17/12/2021;HL164;21012;2
SO60190;3;17/12/2021;HL166;21012;2
SO60191;1;17/12/2021;HL281;21848;1
SO60192;1;17/12/2021;HL284;17794;1
SO60192;2;17/12/2021;HL167;17794;2
SO60192;3;17/12/2021;HL172;17794;2
SO60193;1;17/12/2021;HL276;17085;1
SO60193;2;17/12/2021;HL223;17085;2
SO60193;3;17/12/2021;HL215;17085;3
SO60194;1;17/12/2021;HL175;15094;1
SO60194;2;17/12/2021;HL78;15094;1
SO60194;3;17/12/2021;HL164;15094;2
SO60194;4;17/12/2021;HL165;15094;2
SO60195;1;17/12/2021;HL177;28343;1
SO60196;1;17/12/2021;HL178;11721;1
SO60196;2;17/12/2021;HL6;11721;3
SO60197;1;17/12/2021;HL167;11320;2
SO60198;1;17/12/2021;HL167;11176;3
SO60199;1;17/12/2021;HL226;29034;1
SO60199;2;17/12/2021;HL173;29034;1
SO60199;3;17/12/2021;HL216;29034;1
SO60199;4;17/12/2021;HL167;29034;2
SO60200;1;17/12/2021;HL217;11330;2
SO60200;2;17/12/2021;HL228;11330;2
SO60200;3;17/12/2021;HL152;11330;2
SO60201;1;17/12/2021;HL225;11287;1
SO60201;2;17/12/2021;HL167;11287;1
SO60202;1;17/12/2021;HL227;24970;1
SO60202;2;17/12/2021;HL167;24970;2
SO60202;3;17/12/2021;HL216;24970;2
SO60203;1;17/12/2021;HL215;23045;2
SO60203;2;17/12/2021;HL223;23045;2
SO60204;1;17/12/2021;HL167;25160;1
SO60204;2;17/12/2021;HL227;25160;1
SO60204;3;17/12/2021;HL216;25160;2
SO60204;4;17/12/2021;HL171;25160;2
SO60205;1;17/12/2021;HL167;19729;2
SO60205;2;17/12/2021;HL223;19729;2
SO60206;1;17/12/2021;HL164;21458;1
SO60206;2;17/12/2021;HL5;21458;1
SO60206;3;17/12/2021;HL165;21458;2
SO60207;1;17/12/2021;HL163;20315;1
SO60207;2;17/12/2021;HL178;20315;1
SO60207;3;17/12/2021;HL6;20315;2
SO60208;1;17/12/2021;HL161;20018;1
SO60209;1;17/12/2021;HL161;19834;1
SO60209;2;17/12/2021;HL10;19834;1
SO60210;1;17/12/2021;HL174;19633;1
SO60210;2;17/12/2021;HL164;19633;2
SO60211;1;17/12/2021;HL161;18678;1
SO60211;2;17/12/2021;HL168;18678;3
SO60212;1;17/12/2021;HL9;16774;1
SO60212;2;17/12/2021;HL164;16774;2
SO60213;1;17/12/2021;HL7;16371;1
SO60213;2;17/12/2021;HL215;16371;2
SO60214;1;17/12/2021;HL174;16736;1
SO60214;2;17/12/2021;HL164;16736;2
SO60215;1;17/12/2021;HL167;16460;2
SO60215;2;17/12/2021;HL215;16460;2
SO60216;1;17/12/2021;HL1;11434;1
SO60216;2;17/12/2021;HL164;11434;2
SO60216;3;17/12/2021;HL166;11434;2
SO60217;1;17/12/2021;HL178;25740;1
SO60218;1;17/12/2021;HL167;23979;2
SO60218;2;17/12/2021;HL216;23979;2
SO60219;1;17/12/2021;HL217;22704;2
SO60219;2;17/12/2021;HL228;22704;2
SO60219;3;17/12/2021;HL171;22704;2
SO60220;1;17/12/2021;HL167;25680;2
SO60220;2;17/12/2021;HL216;25680;2
SO60220;3;17/12/2021;HL225;25680;2
SO60221;1;17/12/2021;HL5;27329;1
SO60221;2;17/12/2021;HL217;27329;2
SO60222;1;17/12/2021;HL217;14526;2
SO60222;2;17/12/2021;HL152;14526;2
SO60223;1;17/12/2021;HL217;25514;2
SO60223;2;17/12/2021;HL167;25514;3
SO60224;1;17/12/2021;HL8;11622;1
SO60224;2;17/12/2021;HL224;11622;1
SO60224;3;17/12/2021;HL172;11622;2
SO60224;4;17/12/2021;HL154;11622;2
SO60225;1;17/12/2021;HL224;13760;1
SO60225;2;17/12/2021;HL2;13760;1
SO60225;3;17/12/2021;HL215;13760;2
SO60226;1;17/12/2021;HL224;11143;1
SO60226;2;17/12/2021;HL167;11143;2
SO60226;3;17/12/2021;HL215;11143;3
SO60227;1;17/12/2021;HL6;12541;1
SO60228;1;17/12/2021;HL270;17154;1
SO60228;2;17/12/2021;HL5;17154;1
SO60228;3;17/12/2021;HL216;17154;2
SO60228;4;17/12/2021;HL226;17154;2
SO60229;1;17/12/2021;HL2;19689;1
SO60229;2;17/12/2021;HL10;19689;1
SO60229;3;17/12/2021;HL280;19689;1
SO60229;4;17/12/2021;HL6;19689;2
SO60229;5;17/12/2021;HL172;19689;2
SO60230;1;17/12/2021;HL276;14364;1
SO60230;2;17/12/2021;HL162;14364;1
SO60230;3;17/12/2021;HL176;14364;1
SO60231;1;17/12/2021;HL77;13976;1
SO60231;2;17/12/2021;HL5;13976;1
SO60232;1;17/12/2021;HL170;15175;1
SO60232;2;17/12/2021;HL78;15175;1
SO60232;3;17/12/2021;HL224;15175;1
SO60232;4;17/12/2021;HL167;15175;2
SO60232;5;17/12/2021;HL215;15175;2
SO60232;6;17/12/2021;HL6;15175;2
SO60233;1;17/12/2021;HL76;11854;1
SO60233;2;17/12/2021;HL224;11854;1
SO60233;3;17/12/2021;HL2;11854;1
SO60233;4;17/12/2021;HL164;11854;2
SO60233;5;17/12/2021;HL215;11854;2
SO60233;6;17/12/2021;HL165;11854;2
SO60233;7;17/12/2021;HL172;11854;2
SO60234;1;17/12/2021;HL77;13461;1
SO60235;1;17/12/2021;HL228;20861;1
SO60235;2;17/12/2021;HL259;20861;1
SO60235;3;17/12/2021;HL217;20861;1
SO60235;4;17/12/2021;HL167;20861;2
SO60236;1;17/12/2021;HL152;19196;1
SO60236;2;17/12/2021;HL177;19196;1
SO60236;3;17/12/2021;HL264;19196;1
SO60237;1;17/12/2021;HL87;20221;1
SO60237;2;17/12/2021;HL164;20221;2
SO60237;3;17/12/2021;HL166;20221;2
SO60238;1;17/12/2021;HL86;19971;1
SO60238;2;17/12/2021;HL5;19971;1
SO60239;1;17/12/2021;HL86;19957;1
SO60239;2;17/12/2021;HL166;19957;1
SO60239;3;17/12/2021;HL164;19957;2
SO60240;1;17/12/2021;HL248;11072;1
SO60240;2;17/12/2021;HL164;11072;2
SO60240;3;17/12/2021;HL166;11072;2
SO60241;1;17/12/2021;HL261;11104;1
SO60241;2;17/12/2021;HL175;11104;1
SO60242;1;17/12/2021;HL248;11106;1
SO60243;1;17/12/2021;HL250;25622;1
SO60243;2;17/12/2021;HL164;25622;2
SO60243;3;17/12/2021;HL166;25622;2
SO60244;1;17/12/2021;HL94;20371;1
SO60244;2;17/12/2021;HL177;20371;1
SO60245;1;17/12/2021;HL267;17477;1
SO60246;1;17/12/2021;HL268;16996;1
SO60246;2;17/12/2021;HL176;16996;1
SO60247;1;17/12/2021;HL94;24019;1
SO60248;1;17/12/2021;HL271;26932;1
SO60248;2;17/12/2021;HL1;26932;1
SO60249;1;18/12/2021;HL78;14426;1
SO60249;2;18/12/2021;HL224;14426;1
SO60249;3;18/12/2021;HL215;14426;2
SO60249;4;18/12/2021;HL172;14426;2
SO60250;1;18/12/2021;HL73;12608;1
SO60250;2;18/12/2021;HL1;12608;1
SO60250;3;18/12/2021;HL172;12608;2
SO60251;1;18/12/2021;HL164;13263;1
SO60251;2;18/12/2021;HL75;13263;1
SO60251;3;18/12/2021;HL165;13263;2
SO60251;4;18/12/2021;HL154;13263;3
SO60252;1;18/12/2021;HL170;12199;1
SO60253;1;18/12/2021;HL167;12006;2
SO60253;2;18/12/2021;HL222;12006;3
SO60254;1;18/12/2021;HL9;19566;1
SO60254;2;18/12/2021;HL165;19566;2
SO60254;3;18/12/2021;HL172;19566;2
SO60254;4;18/12/2021;HL6;19566;3
SO60254;5;18/12/2021;HL164;19566;3
SO60255;1;18/12/2021;HL164;20402;2
SO60256;1;18/12/2021;HL76;12459;1
SO60256;2;18/12/2021;HL167;12459;2
SO60257;1;18/12/2021;HL270;21053;1
SO60257;2;18/12/2021;HL9;21053;1
SO60257;3;18/12/2021;HL6;21053;2
SO60258;1;18/12/2021;HL285;14957;1
SO60258;2;18/12/2021;HL159;14957;1
SO60258;3;18/12/2021;HL172;14957;3
SO60259;1;18/12/2021;HL283;22666;1
SO60259;2;18/12/2021;HL1;22666;1
SO60260;1;18/12/2021;HL6;24583;1
SO60260;2;18/12/2021;HL5;24583;1
SO60260;3;18/12/2021;HL89;24583;1
SO60261;1;18/12/2021;HL166;24860;1
SO60261;2;18/12/2021;HL89;24860;1
SO60261;3;18/12/2021;HL178;24860;1
SO60261;4;18/12/2021;HL164;24860;2
SO60261;5;18/12/2021;HL6;24860;3
SO60262;1;18/12/2021;HL277;17626;1
SO60262;2;18/12/2021;HL10;17626;1
SO60263;1;18/12/2021;HL276;20923;1
SO60263;2;18/12/2021;HL2;20923;1
SO60263;3;18/12/2021;HL165;20923;2
SO60264;1;18/12/2021;HL9;11851;1
SO60265;1;18/12/2021;HL2;29253;1
SO60265;2;18/12/2021;HL152;29253;1
SO60265;3;18/12/2021;HL216;29253;2
SO60266;1;18/12/2021;HL228;11331;2
SO60267;1;18/12/2021;HL176;28055;1
SO60267;2;18/12/2021;HL225;28055;3
SO60268;1;18/12/2021;HL2;19642;1
SO60268;2;18/12/2021;HL217;19642;2
SO60270;1;18/12/2021;HL2;24929;1
SO60270;2;18/12/2021;HL215;24929;2
SO60270;3;18/12/2021;HL222;24929;2
SO60271;1;18/12/2021;HL5;23367;1
SO60271;2;18/12/2021;HL215;23367;2
SO60271;3;18/12/2021;HL223;23367;2
SO60272;1;18/12/2021;HL175;14119;1
SO60272;2;18/12/2021;HL164;14119;1
SO60272;3;18/12/2021;HL165;14119;2
SO60273;1;18/12/2021;HL162;14291;1
SO60274;1;18/12/2021;HL162;19825;1
SO60275;1;18/12/2021;HL164;17538;2
SO60276;1;18/12/2021;HL164;18093;2
SO60276;2;18/12/2021;HL168;18093;2
SO60277;1;18/12/2021;HL164;16899;2
SO60278;1;18/12/2021;HL5;22332;1
SO60278;2;18/12/2021;HL215;22332;2
SO60279;1;18/12/2021;HL6;16189;1
SO60279;2;18/12/2021;HL1;16189;1
SO60279;3;18/12/2021;HL172;16189;2
SO60280;1;18/12/2021;HL222;17802;1
SO60280;2;18/12/2021;HL1;17802;1
SO60280;3;18/12/2021;HL215;17802;2
SO60280;4;18/12/2021;HL172;17802;2
SO60281;1;18/12/2021;HL1;13675;1
SO60281;2;18/12/2021;HL164;13675;2
