Id_Venda;Data_Venda;ID_Cliente;ID_Loja
SO60525;22/12/2021;25182;199
SO60526;22/12/2021;25034;306
SO60527;22/12/2021;11853;306
SO60528;22/12/2021;12451;306
SO60529;22/12/2021;15187;306
SO60530;22/12/2021;12413;306
SO60531;22/12/2021;20190;307
SO60532;22/12/2021;15687;307
SO60533;22/12/2021;14723;307
SO60534;22/12/2021;23013;308
SO60535;22/12/2021;15604;309
SO60536;22/12/2021;21327;309
SO60537;22/12/2021;13592;309
SO60538;22/12/2021;17405;309
SO60539;22/12/2021;17551;310
SO60540;22/12/2021;12241;171
SO60541;22/12/2021;14990;254
SO60542;22/12/2021;25580;300
SO60543;22/12/2021;15688;207
SO60544;22/12/2021;18291;64
SO60545;22/12/2021;20357;64
SO60546;22/12/2021;26914;231
SO60547;22/12/2021;22189;88
SO60548;22/12/2021;13751;251
SO60550;22/12/2021;20759;235
SO60551;22/12/2021;14314;29
SO60552;22/12/2021;20801;28
SO60553;22/12/2021;17619;231
SO60554;22/12/2021;13442;233
SO60555;22/12/2021;17492;300
SO60556;22/12/2021;20517;267
SO60557;22/12/2021;20515;80
SO60558;22/12/2021;27955;41
SO60559;22/12/2021;11091;309
SO60560;22/12/2021;15766;123
SO60561;22/12/2021;23808;199
SO60562;23/12/2021;16528;200
SO60563;23/12/2021;28319;199
SO60564;23/12/2021;14116;199
SO60565;23/12/2021;22272;199
SO60566;23/12/2021;16556;306
SO60567;23/12/2021;11107;306
SO60568;23/12/2021;19645;306
SO60569;23/12/2021;11446;307
SO60570;23/12/2021;24390;307
SO60571;23/12/2021;17315;308
SO60572;23/12/2021;11076;309
SO60573;23/12/2021;23622;31
SO60574;23/12/2021;17766;83
SO60575;23/12/2021;29064;55
SO60576;23/12/2021;26552;93
SO60577;23/12/2021;29048;162
SO60578;23/12/2021;14385;45
SO60579;23/12/2021;11448;10
SO60580;23/12/2021;16196;45
SO60581;23/12/2021;13842;13
SO60582;23/12/2021;28524;128
SO60583;23/12/2021;11092;297
SO60584;23/12/2021;13576;146
SO60586;23/12/2021;11734;130
SO60587;23/12/2021;20890;120
SO60588;23/12/2021;23420;37
SO60589;23/12/2021;21668;172
SO60590;23/12/2021;23332;166
SO60591;23/12/2021;14192;7
SO60592;23/12/2021;25323;169
SO60593;23/12/2021;23940;187
SO60594;23/12/2021;28254;290
SO60595;23/12/2021;14880;282
SO60596;23/12/2021;19480;83
SO60597;23/12/2021;21635;259
SO60598;23/12/2021;18772;79
SO60599;23/12/2021;20118;191
SO60600;23/12/2021;13639;63
SO60601;23/12/2021;18844;59
SO60602;23/12/2021;19800;122
SO60603;23/12/2021;26434;23
SO60604;23/12/2021;23178;191
SO60605;23/12/2021;26886;124
SO60606;23/12/2021;22458;26
SO60607;23/12/2021;11687;47
SO60608;23/12/2021;14373;36
SO60609;23/12/2021;11200;68
SO60610;23/12/2021;26076;198
SO60611;23/12/2021;12115;297
SO60612;23/12/2021;14298;84
SO60613;23/12/2021;13091;120
SO60614;23/12/2021;25677;30
SO60615;23/12/2021;11829;181
SO60616;23/12/2021;13352;15
SO60617;23/12/2021;15486;163
SO60618;23/12/2021;11711;152
SO60619;23/12/2021;20957;129
SO60620;23/12/2021;28785;177
SO60621;23/12/2021;21477;156
SO60622;23/12/2021;17562;101
SO60623;23/12/2021;17434;307
SO60624;23/12/2021;25145;53
SO60625;23/12/2021;15735;94
SO60626;23/12/2021;25477;200
SO60627;23/12/2021;12085;76
SO60628;23/12/2021;15571;200
SO60629;23/12/2021;11619;46
SO60630;23/12/2021;25327;309
SO60631;24/12/2021;17815;199
SO60632;24/12/2021;19951;199
SO60633;24/12/2021;25037;199
SO60634;24/12/2021;13577;199
SO60635;24/12/2021;12097;199
SO60636;24/12/2021;14567;199
SO60637;24/12/2021;23761;308
SO60638;24/12/2021;13978;308
SO60639;24/12/2021;29011;118
SO60640;24/12/2021;19657;14
SO60641;24/12/2021;26546;34
SO60642;24/12/2021;17798;174
SO60643;24/12/2021;25412;9
SO60644;24/12/2021;13004;26
SO60645;24/12/2021;17669;196
SO60646;24/12/2021;25401;15
SO60647;24/12/2021;20673;31
SO60648;24/12/2021;23408;75
SO60649;24/12/2021;17789;52
SO60650;24/12/2021;17464;135
SO60651;24/12/2021;19113;283
SO60653;24/12/2021;12204;40
SO60654;24/12/2021;12933;149
SO60655;24/12/2021;25422;107
SO60656;24/12/2021;24965;42
SO60657;24/12/2021;19979;15
SO60658;24/12/2021;20227;115
SO60659;24/12/2021;22294;178
SO60660;24/12/2021;22148;57
SO60661;24/12/2021;12278;86
SO60662;24/12/2021;14791;20
SO60663;24/12/2021;12231;52
SO60664;24/12/2021;11777;178
SO60665;24/12/2021;14191;134
SO60666;24/12/2021;13999;109
SO60667;24/12/2021;14805;98
SO60668;24/12/2021;16870;67
SO60669;24/12/2021;11279;95
SO60670;24/12/2021;29372;96
SO60671;24/12/2021;13756;7
SO60672;24/12/2021;13819;149
SO60673;24/12/2021;12799;197
SO60674;24/12/2021;11262;150
SO60675;24/12/2021;19495;86
SO60676;24/12/2021;15277;117
SO60677;24/12/2021;15403;7
SO60678;24/12/2021;17935;24
SO60679;24/12/2021;23245;150
SO60680;24/12/2021;14724;177
SO60681;24/12/2021;23258;78
SO60682;24/12/2021;15232;100
SO60683;24/12/2021;14989;199
SO60684;24/12/2021;28937;199
SO60685;24/12/2021;13136;308
SO60686;24/12/2021;16012;12
SO60687;24/12/2021;14665;30
SO60688;24/12/2021;17483;86
SO60689;24/12/2021;15602;308
SO60690;24/12/2021;15822;111
SO60691;24/12/2021;11520;47
SO60692;24/12/2021;21245;199
SO60693;24/12/2021;19097;169
SO60694;24/12/2021;27703;18
SO60695;24/12/2021;23817;134
SO60696;24/12/2021;19955;43
SO60697;25/12/2021;22411;200
SO60698;25/12/2021;13977;200
SO60699;25/12/2021;14947;200
SO60700;25/12/2021;20291;200
SO60701;25/12/2021;25734;200
SO60702;25/12/2021;26513;306
SO60703;25/12/2021;19959;306
SO60704;25/12/2021;14929;306
SO60705;25/12/2021;11779;306
SO60706;25/12/2021;12147;306
SO60707;25/12/2021;18626;306
SO60708;25/12/2021;13658;306
SO60709;25/12/2021;15893;306
SO60710;25/12/2021;11134;307
SO60711;25/12/2021;22644;307
SO60712;25/12/2021;25623;307
SO60713;25/12/2021;19805;307
SO60714;25/12/2021;26581;307
SO60715;25/12/2021;11407;307
SO60716;25/12/2021;14386;307
SO60717;25/12/2021;16242;307
SO60719;25/12/2021;14574;307
SO60720;25/12/2021;26608;308
SO60721;25/12/2021;28545;310
SO60722;25/12/2021;26600;310
SO60723;25/12/2021;14565;310
SO60724;25/12/2021;14495;310
SO60725;25/12/2021;20197;310
SO60726;25/12/2021;26367;310
SO60727;25/12/2021;19311;252
SO60728;25/12/2021;14287;269
SO60729;25/12/2021;14012;253
SO60730;25/12/2021;14218;292
SO60731;25/12/2021;12351;299
SO60732;25/12/2021;26346;278
SO60733;25/12/2021;11080;281
SO60734;25/12/2021;22295;264
SO60735;25/12/2021;27030;257
SO60736;25/12/2021;15661;281
SO60737;25/12/2021;17094;298
SO60738;25/12/2021;17065;272
SO60739;25/12/2021;26702;264
SO60740;25/12/2021;11108;261
SO60741;25/12/2021;26866;294
SO60742;25/12/2021;11192;302
SO60743;25/12/2021;20238;270
SO60744;25/12/2021;20194;252
SO60745;25/12/2021;28324;278
SO60746;25/12/2021;26890;277
SO60747;25/12/2021;27354;268
SO60748;25/12/2021;24556;261
SO60749;25/12/2021;24543;299
SO60750;25/12/2021;11814;278
SO60751;25/12/2021;13592;293
SO60752;25/12/2021;14290;298
SO60753;25/12/2021;11142;268
SO60754;25/12/2021;21058;310
SO60755;25/12/2021;11260;275
SO60756;25/12/2021;12797;310
SO60757;25/12/2021;16964;265
SO60758;25/12/2021;20464;200
SO60759;25/12/2021;23483;278
SO60760;25/12/2021;15505;276
SO60761;25/12/2021;22361;310
SO60762;25/12/2021;13566;310
SO60763;25/12/2021;16591;275
SO60764;25/12/2021;25843;300
SO60765;26/12/2021;21317;200
SO60766;26/12/2021;17668;200
SO60767;26/12/2021;25069;199
SO60768;26/12/2021;22507;199
SO60769;26/12/2021;25419;306
SO60770;26/12/2021;17270;306
SO60771;26/12/2021;13405;306
SO60772;26/12/2021;22192;306
SO60773;26/12/2021;15235;306
SO60774;26/12/2021;29424;307
SO60775;26/12/2021;22996;307
SO60776;26/12/2021;25397;308
SO60777;26/12/2021;11449;309
SO60778;26/12/2021;25289;309
SO60779;26/12/2021;23158;309
SO60780;26/12/2021;12332;309
SO60781;26/12/2021;11810;309
SO60782;26/12/2021;19605;309
SO60783;26/12/2021;17795;309
SO60784;26/12/2021;27182;309
SO60785;26/12/2021;23601;309
SO60786;26/12/2021;19669;310
SO60787;26/12/2021;19801;310
SO60788;26/12/2021;14713;310
SO60789;26/12/2021;26961;247
SO60790;26/12/2021;14219;202
SO60791;26/12/2021;26804;158
SO60792;26/12/2021;11121;95
SO60793;26/12/2021;16562;222
SO60794;26/12/2021;11075;215
SO60795;26/12/2021;25872;57
SO60796;26/12/2021;13836;247
SO60797;26/12/2021;25738;240
SO60798;26/12/2021;11109;119
SO60799;26/12/2021;16826;55
SO60800;26/12/2021;26942;71
SO60801;26/12/2021;25307;202
SO60802;26/12/2021;13472;70
SO60803;26/12/2021;27775;23
SO60804;26/12/2021;16929;170
SO60805;26/12/2021;11203;60
SO60806;26/12/2021;24852;211
SO60807;26/12/2021;17557;195
SO60808;26/12/2021;15402;201
SO60809;26/12/2021;22410;209
SO60810;26/12/2021;22310;208
SO60811;26/12/2021;11366;107
SO60812;26/12/2021;12377;203
SO60813;26/12/2021;12473;25
SO60814;26/12/2021;13489;256
SO60815;26/12/2021;24262;219
SO60816;26/12/2021;11514;304
SO60817;26/12/2021;15895;189
SO60818;26/12/2021;23065;221
SO60819;26/12/2021;16875;66
SO60820;26/12/2021;18506;308
SO60821;26/12/2021;24547;232
SO60822;26/12/2021;24267;294
SO60823;26/12/2021;17177;108
SO60824;26/12/2021;21451;310
SO60825;26/12/2021;14860;309
SO60826;26/12/2021;23613;224
SO60827;26/12/2021;21074;202
SO60828;26/12/2021;12537;11
SO60829;26/12/2021;21413;243
SO60830;26/12/2021;14444;125
SO60831;26/12/2021;13761;199
SO60832;26/12/2021;26419;12
SO60833;26/12/2021;27941;166
SO60835;26/12/2021;13749;307
SO60836;26/12/2021;17426;204
SO60837;27/12/2021;13175;200
SO60838;27/12/2021;13522;200
SO60839;27/12/2021;26208;200
SO60840;27/12/2021;25896;200
SO60841;27/12/2021;19956;200
SO60842;27/12/2021;20830;200
SO60843;27/12/2021;16700;199
SO60844;27/12/2021;11095;199
SO60845;27/12/2021;16527;199
SO60846;27/12/2021;16993;199
SO60847;27/12/2021;14380;306
SO60848;27/12/2021;28472;306
SO60849;27/12/2021;13904;306
SO60850;27/12/2021;19434;307
SO60851;27/12/2021;28773;307
SO60852;27/12/2021;20482;307
SO60853;27/12/2021;14299;307
SO60854;27/12/2021;26289;307
SO60855;27/12/2021;22384;307
SO60856;27/12/2021;16704;309
SO60857;27/12/2021;20214;309
SO60858;27/12/2021;20975;310
SO60859;27/12/2021;24194;142
SO60860;27/12/2021;26950;265
SO60861;27/12/2021;17346;267
SO60863;27/12/2021;15762;302
SO60864;27/12/2021;14988;147
SO60865;27/12/2021;11117;80
SO60866;27/12/2021;23092;296
SO60867;27/12/2021;12060;85
SO60868;27/12/2021;11060;236
SO60869;27/12/2021;22714;167
SO60870;27/12/2021;12650;196
SO60871;27/12/2021;19967;253
SO60872;27/12/2021;26151;52
SO60873;27/12/2021;17518;217
SO60874;27/12/2021;22627;235
SO60875;27/12/2021;15201;217
SO60876;27/12/2021;13265;152
SO60877;27/12/2021;11872;296
SO60878;27/12/2021;15093;206
SO60879;27/12/2021;26777;185
SO60880;27/12/2021;17601;242
SO60881;27/12/2021;15149;309
SO60882;27/12/2021;12727;284
SO60883;27/12/2021;11711;308
SO60884;27/12/2021;19524;308
SO60885;27/12/2021;17074;308
SO60886;27/12/2021;15039;307
SO60887;27/12/2021;20053;205
SO60888;27/12/2021;24095;219
SO60889;27/12/2021;11331;309
SO60890;27/12/2021;23193;159
SO60891;27/12/2021;23481;253
SO60892;27/12/2021;28801;309
SO60893;27/12/2021;21627;199
SO60894;27/12/2021;17313;307
SO60895;28/12/2021;13492;200
SO60896;28/12/2021;13523;306
SO60897;28/12/2021;15172;307
SO60898;28/12/2021;19706;28
SO60899;28/12/2021;25574;47
SO60900;28/12/2021;26606;69
SO60901;28/12/2021;19697;104
SO60902;28/12/2021;20055;95
SO60903;28/12/2021;25417;159
SO60904;28/12/2021;11070;118
SO60905;28/12/2021;25413;289
SO60906;28/12/2021;14139;21
SO60907;28/12/2021;16033;73
SO60908;28/12/2021;24645;53
SO60909;28/12/2021;13947;78
SO60910;28/12/2021;29478;54
SO60911;28/12/2021;19970;12
SO60912;28/12/2021;15028;42
SO60913;28/12/2021;11423;103
SO60915;28/12/2021;24030;35
SO60916;28/12/2021;28639;168
SO60917;28/12/2021;22266;19
SO60918;28/12/2021;20828;142
SO60920;28/12/2021;15418;5
SO60921;28/12/2021;20808;168
SO60922;28/12/2021;19965;22
SO60923;28/12/2021;22255;135
SO60924;28/12/2021;23156;186
SO60925;28/12/2021;22292;156
SO60926;28/12/2021;28321;187
SO60927;28/12/2021;28318;163
SO60928;28/12/2021;15391;160
SO60929;28/12/2021;15979;137
SO60930;28/12/2021;22426;73
SO60931;28/12/2021;23145;114
SO60932;28/12/2021;12654;145
SO60933;28/12/2021;18714;174
SO60934;28/12/2021;13911;297
SO60935;28/12/2021;27112;147
SO60936;28/12/2021;11562;71
SO60937;28/12/2021;13607;182
SO60938;28/12/2021;13405;184
SO60939;28/12/2021;14292;43
SO60940;28/12/2021;15395;153
SO60941;28/12/2021;17459;147
SO60942;28/12/2021;12363;153
SO60943;28/12/2021;11517;193
SO60945;28/12/2021;22363;45
SO60946;28/12/2021;20161;255
SO60947;28/12/2021;25341;121
SO60948;28/12/2021;16036;130
SO60949;28/12/2021;21131;289
SO60950;28/12/2021;16091;310
SO60951;28/12/2021;23727;145
SO60952;28/12/2021;11652;138
SO60954;28/12/2021;12759;158
SO60955;28/12/2021;22584;92
SO60956;29/12/2021;12269;200
SO60957;29/12/2021;16840;200
SO60958;29/12/2021;14415;200
SO60959;29/12/2021;27876;200
SO60960;29/12/2021;16990;200
SO60961;29/12/2021;22250;199
SO60962;29/12/2021;25586;199
SO60963;29/12/2021;15892;199
SO60964;29/12/2021;27181;199
SO60965;29/12/2021;28867;199
SO60966;29/12/2021;11024;308
SO60967;29/12/2021;16824;308
SO60968;29/12/2021;19640;308
SO60969;29/12/2021;27952;308
SO60970;29/12/2021;19085;308
SO60971;29/12/2021;16021;308
SO60972;29/12/2021;21661;308
SO60973;29/12/2021;28487;141
SO60974;29/12/2021;14366;44
SO60975;29/12/2021;14365;143
SO60976;29/12/2021;13575;189
SO60977;29/12/2021;15662;35
SO60978;29/12/2021;29020;84
SO60979;29/12/2021;13920;144
SO60980;29/12/2021;22225;193
SO60981;29/12/2021;17163;75
SO60982;29/12/2021;15363;76
SO60983;29/12/2021;20196;75
SO60984;29/12/2021;15696;177
SO60985;29/12/2021;14605;14
SO60986;29/12/2021;13026;182
SO60987;29/12/2021;13672;289
SO60988;29/12/2021;20472;284
SO60989;29/12/2021;15748;185
SO60990;29/12/2021;13615;93
SO60991;29/12/2021;26895;5
SO60992;29/12/2021;21620;80
SO60993;29/12/2021;22249;99
SO60994;29/12/2021;26910;162
SO60995;29/12/2021;18666;92
SO60996;29/12/2021;14240;126
SO60997;29/12/2021;18315;104
SO60998;29/12/2021;13591;68
SO60999;29/12/2021;13580;109
SO61000;29/12/2021;11933;146
SO61001;29/12/2021;14939;162
SO61002;29/12/2021;12853;115
SO61003;29/12/2021;14120;34
SO61004;29/12/2021;13477;62
SO61005;29/12/2021;15853;158
SO61006;29/12/2021;24968;15
SO61007;29/12/2021;19217;141
SO61009;29/12/2021;15172;21
SO61010;29/12/2021;21405;77
SO61011;29/12/2021;11887;290
SO61012;29/12/2021;16082;128
SO61013;29/12/2021;16281;45
SO61014;29/12/2021;17776;8
SO61015;29/12/2021;23128;58
SO61016;29/12/2021;11419;48
SO61017;29/12/2021;25912;308
SO61018;29/12/2021;15445;124
SO61019;29/12/2021;17804;110
SO61020;29/12/2021;22915;6
SO61021;29/12/2021;24805;155
SO61022;29/12/2021;28095;199
SO61023;29/12/2021;19449;199
SO61024;29/12/2021;11530;123
SO61025;29/12/2021;24875;46
SO61026;29/12/2021;17244;190
SO61027;29/12/2021;14762;3
SO61028;29/12/2021;13623;199
SO61029;29/12/2021;12592;140
SO61031;29/12/2021;18742;107
SO61032;29/12/2021;23594;199
SO61033;30/12/2021;20924;200
SO61034;30/12/2021;25430;200
SO61035;30/12/2021;15863;200
SO61036;30/12/2021;14181;200
SO61037;30/12/2021;16480;200
SO61038;30/12/2021;16955;306
SO61039;30/12/2021;22182;306
SO61040;30/12/2021;12745;306
SO61041;30/12/2021;18627;306
SO61042;30/12/2021;11813;306
SO61043;30/12/2021;19231;306
SO61044;30/12/2021;11606;306
SO61045;30/12/2021;11651;306
SO61046;30/12/2021;13811;306
SO61047;30/12/2021;11955;307
SO61048;30/12/2021;19527;307
SO61049;30/12/2021;12511;307
SO61050;30/12/2021;22623;307
SO61051;30/12/2021;14578;307
SO61052;30/12/2021;12530;307
SO61053;30/12/2021;24520;310
SO61054;30/12/2021;24938;310
SO61055;30/12/2021;11445;310
SO61056;30/12/2021;14297;310
SO61057;30/12/2021;11250;212
SO61058;30/12/2021;17069;256
SO61059;30/12/2021;24632;259
SO61060;30/12/2021;12114;270
SO61061;30/12/2021;25396;226
SO61062;30/12/2021;17465;256
SO61063;30/12/2021;17752;302
SO61064;30/12/2021;17773;267
SO61065;30/12/2021;20191;300
SO61066;30/12/2021;19958;300
SO61067;30/12/2021;24751;298
SO61068;30/12/2021;24372;245
SO61069;30/12/2021;20717;281
SO61070;30/12/2021;14427;256
SO61071;30/12/2021;14931;257
SO61072;30/12/2021;14597;212
SO61073;30/12/2021;28454;246
SO61074;30/12/2021;11847;251
SO61075;30/12/2021;15612;278
SO61076;30/12/2021;12739;293
SO61077;30/12/2021;27563;276
SO61078;30/12/2021;22098;310
SO61079;30/12/2021;21128;310
SO61080;30/12/2021;24816;306
SO61081;30/12/2021;15310;200
SO61082;30/12/2021;28260;307
SO61083;30/12/2021;27842;301
SO61084;30/12/2021;21864;306
SO61085;30/12/2021;19498;259
SO61086;30/12/2021;18573;200
SO61087;30/12/2021;28151;310
SO61088;30/12/2021;25648;306
SO61089;30/12/2021;22552;200
SO61090;30/12/2021;19591;293
SO61091;30/12/2021;13924;307
SO61092;30/12/2021;26064;306
SO61093;31/12/2021;14185;200
SO61094;31/12/2021;20631;200
SO61095;31/12/2021;11778;200
SO61096;31/12/2021;26913;200
SO61097;31/12/2021;22995;200
SO61098;31/12/2021;11797;199
SO61099;31/12/2021;13949;199
SO61100;31/12/2021;13072;199
SO61101;31/12/2021;19123;199
SO61102;31/12/2021;11611;199
SO61103;31/12/2021;11520;199
SO61104;31/12/2021;12498;199
SO61105;31/12/2021;12956;306
SO61106;31/12/2021;24886;306
SO61107;31/12/2021;14137;306
SO61108;31/12/2021;20155;307
SO61109;31/12/2021;23176;307
SO61110;31/12/2021;17298;307
SO61111;31/12/2021;23926;307
SO61112;31/12/2021;12933;308
SO61113;31/12/2021;16673;308
SO61114;31/12/2021;17308;308
SO61116;31/12/2021;13613;308
SO61117;31/12/2021;16186;309
SO61118;31/12/2021;19975;309
SO61119;31/12/2021;22577;309
SO61120;31/12/2021;25867;309
SO61121;31/12/2021;13905;309
SO61122;31/12/2021;22572;309
SO61123;31/12/2021;12486;309
SO61124;31/12/2021;11241;310
SO61125;31/12/2021;17847;310
SO61126;31/12/2021;16681;310
SO61127;31/12/2021;26965;77
SO61128;31/12/2021;19654;25
SO61129;31/12/2021;17841;85
SO61130;31/12/2021;14414;82
SO61131;31/12/2021;11101;234
SO61132;31/12/2021;27716;206
SO61133;31/12/2021;23348;180
SO61134;31/12/2021;18040;190
SO61135;31/12/2021;25052;64
SO61136;31/12/2021;27428;123
SO61137;31/12/2021;14773;284
SO61138;31/12/2021;23180;87
SO61139;31/12/2021;11499;140
SO61140;31/12/2021;28546;204
SO61141;31/12/2021;27359;291
SO61142;31/12/2021;26937;208
SO61143;31/12/2021;17068;3
SO61144;31/12/2021;13595;40
SO61145;31/12/2021;12857;121
SO61146;31/12/2021;25374;239
SO61147;31/12/2021;16627;227
SO61148;31/12/2021;12416;164
SO61149;31/12/2021;12146;117
SO61150;31/12/2021;11253;247
SO61151;31/12/2021;11719;309
SO61152;31/12/2021;11660;6
SO61153;31/12/2021;21452;195
SO61154;31/12/2021;24857;241
SO61155;31/12/2021;21368;52
SO61156;31/12/2021;18652;125
SO61157;31/12/2021;19272;26
SO61158;31/12/2021;14627;200
SO61159;31/12/2021;12665;306
SO61160;31/12/2021;16932;213
SO61161;31/12/2021;11253;43
SO61162;31/12/2021;13688;286
SO61163;31/12/2021;19976;93
SO61164;31/12/2021;25006;245
SO61165;31/12/2021;15459;219
SO61166;31/12/2021;16615;306
SO61167;31/12/2021;19822;309
SO61168;31/12/2021;16282;296
SO61169;31/12/2021;11262;307
SO61170;31/12/2021;16042;200
SO61171;31/12/2021;17857;235
SO61269;01/01/2022;18083;200
SO61270;01/01/2022;22308;199
SO61271;01/01/2022;23694;199
SO61272;01/01/2022;13625;306
SO61273;01/01/2022;20454;307
SO61274;01/01/2022;15760;307
SO61275;01/01/2022;20236;308
SO61276;01/01/2022;23431;308
SO61277;01/01/2022;12627;309
SO61278;01/01/2022;20246;309
SO61279;01/01/2022;23011;310
SO61280;01/01/2022;11306;310
SO61281;01/01/2022;15050;222
SO61282;01/01/2022;29082;278
SO61283;01/01/2022;12473;50
SO61284;01/01/2022;13602;11
SO61285;01/01/2022;13164;186
SO61286;01/01/2022;20260;292
SO61287;01/01/2022;18155;149
SO61288;01/01/2022;16747;115
SO61289;01/01/2022;27148;294
SO61290;01/01/2022;13541;16
SO61292;01/01/2022;22466;257
SO61293;01/01/2022;17252;268
SO61294;01/01/2022;11792;183
SO61295;01/01/2022;12859;268
SO61296;01/01/2022;14486;201
SO61297;01/01/2022;23791;94
SO61298;01/01/2022;12411;208
SO61299;01/01/2022;26273;294
SO61300;01/01/2022;19709;276
SO61301;01/01/2022;13996;253
SO61302;01/01/2022;11891;310
SO61303;01/01/2022;17396;295
SO61304;01/01/2022;23430;269
SO61305;01/01/2022;22012;200
SO61306;01/01/2022;14751;307
SO61307;01/01/2022;27477;307
SO61308;01/01/2022;21239;257
SO61309;01/01/2022;11530;72
SO61310;01/01/2022;18259;115
SO61311;01/01/2022;14996;310
SO61312;01/01/2022;28808;82
SO61313;02/01/2022;11427;200
SO61314;02/01/2022;11904;200
SO61315;02/01/2022;15684;200
SO61316;02/01/2022;11684;200
SO61317;02/01/2022;11280;200
SO61318;02/01/2022;22672;199
SO61319;02/01/2022;12041;199
SO61320;02/01/2022;27065;306
SO61321;02/01/2022;21683;306
SO61322;02/01/2022;19864;306
SO61323;02/01/2022;17816;306
SO61324;02/01/2022;25445;307
SO61325;02/01/2022;29201;307
SO61326;02/01/2022;11091;308
SO61327;02/01/2022;21187;308
SO61328;02/01/2022;27515;308
SO61329;02/01/2022;11262;309
SO61330;02/01/2022;20135;310
SO61331;02/01/2022;12371;310
SO61332;02/01/2022;15146;36
SO61333;02/01/2022;29084;189
SO61334;02/01/2022;24684;142
SO61335;02/01/2022;14185;281
SO61336;02/01/2022;14580;100
SO61338;02/01/2022;16717;201
SO61339;02/01/2022;14581;61
SO61340;02/01/2022;12563;111
SO61341;02/01/2022;11464;144
SO61342;02/01/2022;11099;92
SO61343;02/01/2022;14456;186
SO61344;02/01/2022;14409;268
SO61345;02/01/2022;20683;67
SO61346;02/01/2022;17848;263
SO61347;02/01/2022;19876;1
SO61348;02/01/2022;11211;254
SO61349;02/01/2022;16422;143
SO61350;02/01/2022;21816;205
SO61351;02/01/2022;16300;167
SO61352;02/01/2022;14319;164
SO61353;02/01/2022;12563;100
SO61354;02/01/2022;14420;51
SO61355;02/01/2022;13648;163
SO61356;02/01/2022;24394;276
SO61357;02/01/2022;11201;170
SO61358;02/01/2022;12497;124
SO61359;02/01/2022;12135;276
SO61360;02/01/2022;16720;20
SO61362;02/01/2022;18492;204
SO61363;02/01/2022;28943;58
SO61364;02/01/2022;16293;301
SO61365;02/01/2022;13737;307
SO61366;02/01/2022;22239;309
SO61367;02/01/2022;20262;102
SO61368;02/01/2022;25967;3
SO61369;02/01/2022;12611;308
SO61370;02/01/2022;17355;200
SO61371;02/01/2022;23919;120
SO61372;03/01/2022;17184;200
SO61373;03/01/2022;11937;200
SO61374;03/01/2022;14449;200
SO61375;03/01/2022;12782;199
SO61376;03/01/2022;13559;199
SO61377;03/01/2022;27500;199
SO61378;03/01/2022;14375;306
SO61379;03/01/2022;13122;306
SO61380;03/01/2022;16948;307
SO61381;03/01/2022;16436;307
SO61382;03/01/2022;14648;309
SO61383;03/01/2022;16314;310
SO61384;03/01/2022;13050;236
SO61385;03/01/2022;12986;127
SO61386;03/01/2022;13284;152
SO61387;03/01/2022;27458;80
SO61388;03/01/2022;28253;33
SO61389;03/01/2022;24484;204
SO61390;03/01/2022;17734;121
SO61391;03/01/2022;20974;302
SO61392;03/01/2022;24585;71
SO61393;03/01/2022;23368;203
SO61394;03/01/2022;27512;33
SO61395;03/01/2022;22674;194
SO61396;03/01/2022;14265;278
SO61397;03/01/2022;21522;290
SO61398;03/01/2022;12079;109
SO61399;03/01/2022;25328;66
SO61400;03/01/2022;20740;72
SO61401;03/01/2022;11086;29
SO61402;03/01/2022;14429;33
SO61403;03/01/2022;15927;300
SO61404;03/01/2022;12623;170
SO61405;03/01/2022;15697;153
SO61406;03/01/2022;15155;85
SO61407;03/01/2022;17699;185
SO61408;03/01/2022;26915;23
SO61409;03/01/2022;25194;153
SO61410;03/01/2022;16085;181
SO61412;03/01/2022;15939;132
SO61413;03/01/2022;13046;195
SO61414;03/01/2022;13150;156
SO61415;03/01/2022;14254;180
SO61416;03/01/2022;25002;162
SO61417;03/01/2022;27609;199
SO61418;03/01/2022;11262;43
SO61419;03/01/2022;16943;149
SO61420;03/01/2022;14942;128
SO61421;03/01/2022;18199;206
SO61422;03/01/2022;18270;88
SO61423;03/01/2022;11122;205
SO61424;03/01/2022;16497;72
SO61425;03/01/2022;13613;218
SO61426;03/01/2022;12139;307
SO61427;03/01/2022;26687;24
SO61428;04/01/2022;16424;168
SO61429;04/01/2022;17730;78
SO61430;04/01/2022;16506;188
SO61431;04/01/2022;19719;41
SO61432;04/01/2022;29221;5
SO61433;04/01/2022;11642;173
SO61434;04/01/2022;17896;192
SO61435;04/01/2022;27006;171
SO61436;04/01/2022;27118;122
SO61437;04/01/2022;14140;129
SO61438;04/01/2022;13366;39
SO61439;04/01/2022;13600;25
SO61440;04/01/2022;22775;81
SO61441;04/01/2022;17233;184
SO61442;04/01/2022;15442;115
SO61443;04/01/2022;14536;142
SO61444;04/01/2022;16986;54
SO61445;04/01/2022;19987;91
SO61446;04/01/2022;25444;134
SO61447;04/01/2022;21071;83
SO61448;04/01/2022;17567;28
SO61449;04/01/2022;20615;287
SO61450;04/01/2022;11215;192
SO61451;04/01/2022;20394;186
SO61452;04/01/2022;20616;179
SO61453;04/01/2022;23217;182
SO61454;04/01/2022;25157;120
SO61455;04/01/2022;11078;116
SO61456;04/01/2022;17250;126
SO61457;04/01/2022;12444;61
SO61458;04/01/2022;14464;144
SO61459;04/01/2022;15923;142
